Age,Annual_Income,Credit_Score,Loan_Amount,Loan_Term,Employment_Status,Existing_Loan,Property_Owner,Dependents,Loan_Status
56,321169,481,655514,60,0,0,0,1,0
30,592517,797,148275,12,1,1,1,0,1
53,1381245,581,386599,180,0,0,0,2,1
25,765386,824,923742,36,1,0,0,0,1
55,879408,587,1106150,360,0,1,1,0,0
54,628520,792,289035,24,1,1,1,2,1
53,878523,443,772573,180,1,0,0,0,1
41,1776021,711,84811,60,1,0,0,1,1
37,413307,658,437188,60,0,1,1,4,0
42,663920,497,450897,240,0,1,1,1,0
57,971207,752,737074,180,1,1,1,2,1
35,847835,490,249722,24,1,1,1,2,1
55,9499990,291,3144297,240,1,1,0,2,1
48,1484491,728,1191531,120,1,0,0,0,1
27,524059,540,636453,60,0,0,0,2,0
52,1101284,813,843031,240,1,0,0,1,1
31,1138093,708,707701,60,0,0,1,1,1
30,440229,651,891903,240,0,1,0,2,0
29,1436518,607,339361,240,1,0,0,4,1
34,678870,578,662680,180,1,1,0,2,0
33,1068180,697,581696,60,0,1,0,1,0
45,1197168,809,347985,36,1,0,0,0,1
22,1596186,586,464970,24,1,1,1,3,1
55,1421544,724,954439,240,1,1,0,3,1
27,554686,509,702617,60,0,0,1,4,1
41,1105269,618,120439,240,0,1,0,1,0
38,380684,747,965327,180,0,1,0,2,0
23,941992,402,882035,24,1,0,1,1,1
59,1425306,440,563168,120,0,0,1,0,1
31,1315631,524,794217,60,1,0,1,3,1
59,970179,656,609028,12,0,1,0,0,0
44,765377,592,1002446,180,1,1,1,1,1
39,1618124,514,231551,12,1,1,0,3,1
24,1363250,469,333418,360,1,0,0,2,1
46,910211,781,733821,180,0,1,1,1,1
58,711913,705,417170,12,1,1,0,2,1
52,9366553,222,5597667,12,0,0,0,3,1
59,1540311,496,286624,180,1,0,0,1,1
56,1765362,615,1192001,36,1,1,0,3,1
57,1191751,714,892310,180,1,1,1,3,1
53,1376613,623,853363,120,1,1,1,1,1
56,1199997,729,357266,60,1,1,0,4,1
23,1454662,718,1030442,120,0,0,0,0,1
29,862270,680,896402,180,1,0,0,2,1
28,685453,793,793009,12,0,1,0,3,0
53,1191674,732,217631,180,1,0,1,3,1
26,1286028,779,134791,120,1,0,0,1,1
59,1091588,528,417990,120,0,0,0,2,0
24,862568,498,1099150,36,0,0,0,0,0
33,899612,669,444317,180,0,1,0,4,0
22,360706,804,1090413,240,1,1,0,3,1
25,1035081,646,329903,240,1,1,0,1,1
47,515342,585,669326,12,0,0,1,3,1
52,441043,643,1184444,24,0,1,0,3,0
41,1270644,437,915784,360,1,0,0,4,1
28,867696,656,850751,120,1,0,1,2,1
58,483094,739,136384,180,1,0,1,4,1
28,1486135,647,743973,240,1,0,1,4,1
23,548670,532,73909,120,1,1,1,0,1
23,1369573,443,498158,360,0,0,0,3,1
42,1348482,592,291090,12,1,0,1,4,1
26,905196,456,1064676,240,1,1,1,3,1
22,1786559,647,315894,36,0,1,1,2,1
43,1695504,503,1019790,180,1,0,0,1,1
22,1769986,444,784020,60,1,1,0,3,1
58,464857,459,143177,12,0,1,1,2,0
37,1582642,465,534886,240,1,0,1,2,1
55,882964,622,242200,180,0,0,0,3,1
54,1342867,446,1084238,360,1,1,0,0,0
43,832661,637,1185386,60,1,1,1,4,1
50,461355,770,155306,24,1,0,1,4,1
28,486983,425,335129,240,1,0,1,4,1
42,1443527,792,236120,60,1,1,0,0,1
56,1112846,706,725201,120,1,1,0,3,1
25,1203571,493,348210,36,0,1,1,4,0
33,1484348,509,1024158,240,1,1,1,3,1
49,757359,791,490163,180,1,1,1,0,1
51,1542877,660,497644,360,1,0,1,1,1
36,1493549,653,682844,180,1,0,1,0,1
50,1701094,694,560054,360,1,0,0,0,1
36,1764389,723,358393,24,1,1,0,2,1
32,464500,439,117692,36,0,1,0,1,0
37,1323189,691,126151,180,1,1,0,2,1
36,991047,804,1064144,240,1,1,1,2,1
32,1473650,653,152547,36,1,0,0,3,1
28,875512,496,1056250,180,1,1,1,4,1
40,1337634,425,98128,60,1,0,1,4,1
23,593996,503,1036082,240,1,0,1,2,1
36,560346,502,400759,180,1,1,0,0,0
50,9214665,219,2085655,36,1,1,0,3,1
43,1281706,484,462834,240,1,1,0,2,1
48,1599113,613,804099,24,0,0,0,3,1
25,1526926,512,141569,240,1,1,0,0,1
40,592009,711,846828,36,1,1,1,0,1
21,1491937,456,999361,24,1,0,1,0,1
50,1156702,842,1173400,120,1,0,0,3,1
41,1434125,783,1038089,180,0,0,1,1,1
40,728737,500,155664,360,1,0,0,0,1
26,868615,649,862304,120,0,1,0,1,0
42,413209,534,333359,240,0,1,1,2,0
38,1545167,825,462366,60,1,0,1,1,1
28,1333196,540,696899,12,1,1,1,3,1
59,1333504,483,738642,180,1,0,0,1,1
52,318409,606,829483,240,0,0,0,3,0
53,974877,629,700244,120,1,0,1,4,1
36,1655253,817,480273,180,1,0,1,0,1
32,1772267,755,753696,12,1,0,1,1,1
58,879632,836,334235,24,0,1,1,0,1
54,1550125,701,760361,360,1,0,0,2,1
34,916196,840,711109,360,0,1,0,1,1
56,509074,460,723222,240,0,0,0,4,0
53,4918862,265,6866155,180,0,1,0,2,1
43,777038,455,953121,12,0,1,1,4,0
22,476031,428,993111,36,1,0,1,2,1
41,1110976,510,1149866,240,0,0,0,3,0
22,318733,491,118605,24,1,1,1,3,0
47,747427,541,885934,360,1,1,0,3,0
29,484588,501,1021447,36,1,1,1,0,0
21,337487,470,375225,12,1,0,0,3,0
31,1731651,412,952677,36,1,1,1,0,1
23,340849,800,825008,24,1,1,1,1,1
43,707766,556,1154116,360,0,1,1,2,0
46,390930,480,419425,180,1,1,1,4,0
24,1136131,499,1105310,36,1,0,0,2,1
38,1755499,482,397970,12,1,1,0,2,1
26,1181455,617,571345,36,1,0,1,1,1
55,771399,771,102585,36,0,0,1,3,1
42,790486,636,846931,60,0,0,1,0,1
35,591162,524,771561,24,1,0,1,2,1
42,1304667,600,119193,60,1,1,1,2,1
57,1107463,401,491557,240,0,0,0,2,0
32,1544812,461,529284,12,1,0,0,4,1
58,670570,419,1160917,120,1,0,1,0,1
38,300056,609,949261,360,1,0,0,2,1
55,543349,839,391632,12,0,0,0,4,1
50,970712,745,1076191,12,1,1,1,1,1
44,5693331,208,5783107,12,1,0,1,3,1
50,1679403,808,887126,240,1,0,1,1,1
34,1611441,461,983719,12,0,1,1,0,1
26,1328077,672,798322,60,1,1,1,2,1
23,775521,694,280093,12,0,0,1,2,1
36,1345429,640,167827,36,0,0,0,4,1
27,745185,650,708280,240,1,1,1,2,1
34,864482,409,796603,12,0,1,0,2,0
29,1001916,586,187400,360,0,0,1,2,1
35,1788567,808,1026623,120,1,1,0,3,1
41,1064743,509,77798,24,1,1,1,3,1
55,1428458,427,695709,60,1,0,0,0,1
22,1781675,460,934604,360,0,0,1,0,1
47,1228415,457,1178549,60,1,1,0,3,0
22,1500520,699,297509,60,0,1,1,3,1
55,1553975,738,896986,60,1,1,1,1,1
38,1421648,651,1147091,12,1,0,1,0,1
34,948207,806,585207,120,0,0,0,4,1
40,1696688,655,830776,360,0,0,1,3,1
38,1053646,780,133001,360,1,0,0,3,1
30,1393113,544,1154502,180,1,1,1,2,1
45,1302581,478,1095625,240,1,0,0,0,1
22,1288323,740,601905,240,1,0,1,3,1
45,723959,693,383043,360,1,0,1,0,1
53,531735,685,1043573,360,1,1,0,2,0
56,1421517,802,184273,240,1,0,0,0,1
51,1314221,687,843430,12,0,0,1,0,1
34,1511853,613,207735,24,0,1,0,0,0
21,317645,419,88099,24,0,0,1,0,0
36,1461237,757,459890,360,1,1,0,4,1
23,1682193,629,532940,12,1,0,0,0,1
55,1137166,463,263835,12,1,1,1,4,1
26,1214137,435,394977,12,1,1,0,3,0
45,1366458,848,926248,120,1,1,0,3,1
33,1177292,610,856806,60,0,0,1,4,1
54,509611,570,223008,240,0,0,1,3,1
28,1260850,425,639945,360,1,0,1,1,1
41,1570290,662,906338,24,1,1,1,2,1
54,444051,689,245460,24,1,1,1,2,1
24,1449089,563,709175,60,1,0,0,2,1
45,680895,789,873607,180,1,1,0,2,1
35,1393404,820,245320,240,1,1,1,3,1
24,962588,461,329880,240,0,0,0,2,0
32,505908,485,661430,60,0,1,1,0,0
52,420354,472,509439,24,0,1,1,4,0
52,406500,783,194628,240,1,1,1,3,1
48,601062,459,980948,240,1,0,1,2,1
33,545377,719,362151,24,0,1,0,3,0
51,1299896,577,457319,120,1,1,0,2,1
34,555333,451,545956,24,1,1,1,1,0
40,644901,544,985892,360,1,0,1,1,1
38,896285,715,449928,12,1,0,1,3,1
49,1038761,476,78462,360,0,1,1,1,0
26,561372,518,870169,240,1,1,1,0,1
52,1051266,608,827382,12,1,1,1,0,1
49,1552516,581,867116,360,1,1,0,4,1
22,1135815,537,403985,60,1,0,1,1,1
43,1217831,524,825628,60,0,1,0,3,0
39,1070997,552,139997,12,0,0,0,3,1
51,375614,417,53331,60,0,1,0,1,0
25,962398,463,119831,12,0,1,1,4,0
39,570192,635,422247,120,1,0,1,2,1
54,1625674,478,1052731,60,0,0,1,2,1
30,6352220,260,7595474,36,1,1,1,2,1
45,1607983,810,130609,180,1,1,0,4,1
22,547067,650,492907,24,1,1,0,1,0
31,750757,713,977989,12,1,1,1,3,1
51,738687,460,302932,360,0,0,0,4,0
35,499387,517,420700,180,1,1,1,4,1
29,674154,478,718625,24,1,1,1,0,1
43,575369,636,831878,360,1,1,0,0,0
39,1302760,726,214125,24,0,1,1,1,1
29,1231035,570,580021,60,0,1,1,3,1
55,1026231,643,367778,24,1,1,1,2,1
41,1077574,607,493605,36,0,1,0,2,0
29,390721,743,163584,60,1,1,0,2,0
48,327134,486,618054,180,0,1,0,2,0
27,472193,538,690029,12,0,0,1,1,1
36,517129,487,313707,360,0,1,0,1,0
36,553107,532,655651,24,0,0,1,0,1
53,1740046,841,948435,240,1,1,0,2,1
24,715282,438,391571,24,1,1,1,2,1
24,955355,575,1185050,120,1,1,1,3,1
59,1467479,479,1041702,360,1,1,1,2,1
37,1543125,419,265906,240,0,0,0,1,1
57,466561,620,983090,180,1,1,0,0,0
59,324698,736,216460,12,1,0,1,4,1
49,1261164,674,1135747,120,0,0,1,2,1
56,1630357,587,1115998,12,1,1,0,2,1
58,479096,553,728311,24,1,0,1,4,1
59,1430752,808,1127019,240,1,0,0,4,1
57,500633,542,979246,24,1,0,0,3,1
55,921300,650,604079,36,1,0,0,1,1
27,1551925,611,75877,60,1,1,1,2,1
47,303654,548,1007684,36,1,0,0,4,0
48,794771,574,193175,12,1,0,1,0,1
42,1181811,818,417573,12,0,0,0,4,1
34,365355,571,1167579,12,0,0,0,4,0
27,1017479,533,313638,180,1,0,1,1,1
57,782312,515,136785,360,1,0,1,2,1
42,1394833,756,1015771,240,0,0,1,4,1
25,8353662,246,3688662,12,0,1,1,4,1
22,1454442,806,1061837,60,0,0,1,2,1
47,1233491,694,895320,360,1,0,0,1,1
41,1603135,545,807791,24,1,1,1,2,1
58,1238314,637,115770,36,1,0,1,1,1
35,1461271,627,574360,360,1,1,0,3,1
41,465992,654,406823,240,1,1,1,2,1
30,1159856,823,1004295,24,1,0,1,3,1
43,670544,691,828833,240,0,0,0,1,1
59,567618,555,765370,180,1,0,0,4,1
25,359026,847,1045044,120,0,1,1,0,1
21,366024,738,584819,36,1,0,1,1,1
33,1399550,749,998852,180,1,1,1,4,1
41,1241648,841,81792,360,1,0,0,0,1
46,567766,821,450604,12,1,1,1,3,1
41,1794065,642,1023201,360,0,1,0,4,1
38,659510,606,548454,12,0,1,1,2,0
57,1057438,827,1138800,120,1,1,1,2,1
52,339214,653,1124120,36,1,0,0,2,1
56,917472,657,420667,60,0,0,0,4,1
37,1073500,472,728058,60,1,1,0,1,0
55,660377,434,154421,12,1,1,1,3,0
31,489065,528,1035091,12,1,1,0,4,0
41,584009,829,500754,12,1,0,0,0,1
46,1553756,587,752407,180,1,0,0,4,1
24,1281153,718,413388,240,0,0,0,4,1
54,343026,494,1071271,120,0,0,0,3,0
38,389037,619,747551,240,1,1,1,1,1
55,982226,700,283074,120,1,0,1,1,1
49,1754208,524,346871,24,1,1,1,1,1
49,1374351,584,1122799,120,1,1,0,1,1
58,1246584,436,733008,36,1,1,0,3,0
41,3218486,206,6478615,120,1,1,0,0,1
33,620595,509,769334,36,0,1,1,4,0
37,745815,799,657903,60,1,1,0,2,1
29,1168573,577,227911,240,1,1,0,1,1
21,839972,541,181448,24,1,1,0,3,0
22,848290,533,181850,120,1,0,0,4,1
49,692848,844,261036,60,0,1,0,1,0
53,1240476,548,203448,36,1,0,1,1,1
30,759369,793,462099,360,0,1,1,4,1
41,1788196,687,818601,24,0,0,1,3,1
48,1354885,789,1050010,360,0,0,0,1,1
31,1695395,657,1171601,60,0,1,1,0,1
54,1154758,438,960366,36,1,1,0,4,0
28,1356402,704,409106,24,1,0,1,4,1
42,443206,682,253352,12,0,1,1,3,0
28,1470416,711,255409,120,1,0,1,3,1
35,1077104,413,108150,12,0,1,1,1,0
37,1626289,806,1182979,12,1,1,0,4,1
43,1249731,758,96686,12,1,0,0,4,1
44,830796,773,367091,60,1,1,0,4,1
39,1234112,777,998730,12,0,1,1,4,1
25,1437635,760,429531,360,1,0,0,3,1
52,1555617,834,614540,240,1,1,0,3,1
21,1446051,680,1124503,240,0,1,1,3,1
43,954735,452,730461,180,1,0,0,4,1
57,1217251,410,641322,12,0,1,0,4,0
28,934936,562,146647,60,1,1,1,4,1
33,324520,582,102336,120,0,1,0,0,0
28,319734,585,1025453,360,0,1,1,3,0
43,1136987,436,1076394,240,1,1,1,3,1
21,549972,408,939653,180,1,0,1,2,1
44,987554,427,885205,24,1,0,1,2,1
55,1576502,710,254036,24,0,1,1,3,1
44,727900,573,138781,120,1,1,0,2,0
37,1704270,526,1186808,60,1,0,1,0,1
25,1610470,469,1123062,12,1,1,1,1,1
40,1220363,682,540641,24,1,1,1,3,1
41,1650560,665,813527,120,1,0,0,4,1
51,659536,550,917573,120,1,1,0,0,0
56,621471,548,147620,12,0,1,1,2,0
31,5758477,204,5013221,120,1,1,1,0,1
35,766966,828,163329,60,1,1,1,0,1
39,925560,525,202656,60,1,1,0,3,0
27,865992,402,495104,180,1,1,1,0,1
48,6121079,225,3247595,24,1,1,0,0,1
25,979678,442,454514,36,1,1,1,2,1
25,1281460,498,729205,360,1,0,0,0,1
50,1722281,662,1158773,120,1,0,1,1,1
52,1091706,810,682873,60,1,0,0,1,1
28,1235730,589,1171262,12,1,1,0,0,1
30,736850,441,878984,12,0,1,1,2,0
58,1066032,496,847269,36,0,1,0,2,0
52,374210,659,859739,36,0,0,1,3,1
48,418724,617,525115,36,1,0,1,1,1
37,1763702,845,1118216,240,1,1,1,4,1
51,1331270,535,1195292,12,1,0,1,4,1
28,348392,739,729256,120,0,1,1,1,0
45,543746,544,113001,60,1,0,1,1,1
29,1419480,404,1074237,12,1,0,0,2,1
22,1347601,846,106615,60,1,0,1,1,1
35,607479,768,557366,360,1,0,0,2,1
23,322487,792,662650,36,1,1,0,2,1
56,1424503,535,833175,360,1,1,1,4,1
24,1620594,406,211207,180,0,0,0,3,1
34,1141254,436,832423,24,1,1,0,1,0
45,1402524,710,697499,120,1,1,1,3,1
30,1352184,466,836142,180,1,1,0,0,1
41,1444563,791,552223,36,1,1,0,4,1
56,1453758,724,971788,36,1,1,0,1,1
32,1578970,404,1134879,60,0,1,1,1,1
47,1796293,672,262891,12,1,1,1,3,1
22,1271416,766,312496,24,1,1,0,0,1
33,851834,457,53122,120,0,1,0,2,0
52,400804,846,736301,360,1,1,1,3,1
51,761419,554,723775,240,1,1,0,4,0
36,1141618,759,173739,360,1,0,1,0,1
52,1484878,512,282302,24,1,1,0,3,1
52,850008,491,250652,36,0,0,1,1,1
54,1653743,723,750516,24,1,1,1,3,1
31,1779394,643,1165282,120,0,1,1,4,1
30,7584054,263,7931396,36,1,1,1,4,1
35,315050,488,109472,120,1,0,1,4,1
37,1724073,841,661453,240,0,1,0,3,1
38,1334337,577,1124757,24,1,1,0,4,1
29,1530963,627,621318,180,1,0,1,2,1
45,1662884,761,61125,360,1,1,0,4,1
34,1477046,466,55801,360,0,0,1,0,1
45,5080866,238,4326367,240,1,1,0,1,1
42,1495288,558,52292,36,1,0,1,3,1
50,754887,756,169362,36,0,1,1,3,1
40,314284,667,1113553,360,1,0,0,4,1
41,884814,582,930126,180,1,0,1,3,1
52,1745215,756,341108,120,1,1,0,3,1
41,1377153,403,370217,12,1,1,1,0,1
55,946155,520,664435,36,1,0,0,3,1
52,1085367,629,869009,120,0,0,1,1,1
50,1728967,697,129494,120,1,1,0,3,1
59,621044,618,91204,120,1,1,0,0,0
32,1285372,581,258567,360,1,1,0,2,1
38,568210,677,1031045,360,1,1,0,2,0
41,1076827,656,973449,12,1,1,1,3,1
33,1715062,703,858311,180,0,1,0,0,1
41,8085627,204,5532480,180,1,0,0,2,1
28,1357159,757,619533,60,1,0,0,0,1
27,1648777,803,732790,180,0,1,0,2,1
43,1502252,417,817963,240,1,0,1,0,1
52,1637284,597,492983,36,1,1,0,3,1
31,623573,576,916627,24,0,0,0,2,0
42,1185032,475,638001,120,1,1,1,4,1
42,1377517,800,815160,24,1,1,1,3,1
45,819357,580,936267,120,1,1,0,3,0
42,600106,549,129975,120,1,1,0,0,0
48,469645,481,819851,180,0,1,1,3,0
49,1207842,409,557805,36,1,1,1,2,1
33,718908,679,909104,12,1,0,0,3,1
38,882708,611,491043,12,1,0,1,3,1
22,906703,539,878541,360,1,0,1,0,1
49,466835,659,448371,24,0,0,1,3,1
41,1168445,825,555073,60,1,1,0,1,1
35,1001040,781,1160148,12,1,1,0,1,1
47,943300,788,79563,12,1,0,1,2,1
51,1468774,809,202802,360,1,1,0,0,1
35,857776,627,97358,180,1,1,0,2,1
43,976819,842,753419,360,0,0,0,3,1
44,1322133,845,852898,60,1,1,0,0,1
33,705770,735,1005208,12,1,0,0,4,1
42,468939,404,886691,36,1,0,1,0,1
57,509176,809,769862,36,1,1,0,3,1
53,1615777,482,598409,240,0,1,0,1,0
23,552570,405,92884,24,1,0,0,3,0
39,623420,551,295065,360,1,0,1,1,1
43,1250244,622,177192,180,0,1,0,0,0
49,541290,580,279196,240,1,1,0,3,0
50,1224178,662,255180,24,1,1,0,2,1
59,473403,665,1065733,24,1,1,1,0,1
45,446388,566,208203,180,1,0,1,3,1
57,971577,477,754794,36,0,0,1,0,1
28,1459621,811,796651,24,1,1,1,0,1
36,707818,441,691022,24,1,1,1,3,1
28,4690043,206,4810037,36,1,0,1,0,1
21,1362563,780,83384,240,1,1,1,4,1
25,837831,835,823278,180,1,1,0,3,1
23,1638664,677,463473,60,1,0,1,4,1
21,964504,712,762184,24,0,1,0,1,0
24,1720138,751,496982,12,0,0,0,0,1
55,338459,794,509796,36,1,0,0,1,1
52,1519475,797,263637,60,1,0,0,1,1
54,855029,430,1143873,12,1,1,0,1,0
45,1074071,403,276210,12,1,1,0,0,0
30,1199804,508,277433,120,1,1,1,1,1
41,631885,805,182738,60,1,0,1,1,1
59,893465,773,1098613,120,1,0,0,3,1
47,1352119,492,836006,240,0,0,1,1,1
47,1331232,498,791711,360,1,0,0,2,1
22,1589785,591,556328,36,0,1,1,0,1
33,1142827,732,820298,360,0,1,1,3,1
29,8982640,256,6953860,240,0,0,0,4,1
56,591199,482,471208,60,1,0,0,2,1
42,568260,606,963257,120,1,0,1,4,1
46,1666205,514,1023894,240,1,0,0,2,1
32,957767,651,767698,240,1,0,0,3,1
37,890709,460,177556,36,1,0,0,2,1
34,1053091,755,284481,24,0,0,0,0,1
34,1646131,789,805285,12,1,1,1,0,1
54,1734835,652,592425,36,0,1,0,0,1
40,1556309,478,821205,240,0,0,1,2,1
31,518102,595,219348,60,0,0,1,3,1
36,1448348,661,1042997,12,1,1,0,1,1
51,1535092,721,55861,12,0,0,0,3,1
26,652265,819,749861,36,1,0,1,3,1
39,519055,798,309422,24,1,0,0,4,1
57,1198102,731,147173,36,1,0,1,3,1
24,798535,695,1196870,180,0,0,1,1,1
24,404627,635,868378,120,1,0,0,2,1
40,1514844,568,626543,120,1,1,0,2,1
30,1325116,406,677344,180,0,0,1,1,1
44,938471,421,523017,120,1,0,0,2,1
55,1675990,471,668664,360,0,0,0,0,1
46,1333546,505,198501,180,1,0,1,2,1
57,1141411,538,975519,60,0,0,0,0,1
58,1327001,785,626297,240,1,1,0,1,1
41,3910486,203,5472466,36,1,1,1,1,1
59,1462161,723,133532,360,1,1,1,3,1
41,1601245,836,100717,12,0,0,0,2,1
30,1254359,488,1044004,60,1,1,0,4,1
58,1223732,804,629250,120,1,1,0,2,1
24,1548015,552,720182,60,1,0,1,3,1
40,9828708,268,5367253,360,0,1,0,2,1
37,5432456,296,5502425,12,0,1,1,4,1
27,3971240,204,2366174,60,1,0,0,2,1
24,848606,637,279186,24,1,1,1,4,1
49,1669178,721,225061,120,1,1,1,4,1
34,707011,740,159491,240,1,0,1,3,1
23,1716576,650,928782,240,1,1,0,4,1
44,1272028,704,238091,360,1,0,0,1,1
57,953077,407,130396,36,1,0,1,4,1
36,1370323,606,483882,180,1,0,0,1,1
24,1077939,810,652101,240,0,1,0,1,1
44,519842,657,1090625,240,1,1,0,0,0
54,478445,683,446965,120,1,1,1,0,1
50,1359858,538,579034,360,1,1,1,1,1
38,1775623,445,895210,240,1,0,1,4,1
39,1411649,525,521333,360,0,0,1,4,1
51,978403,420,493801,120,1,1,1,4,1
39,542720,569,1140975,36,1,1,1,0,1
39,3922997,282,2959657,36,1,0,1,0,1
42,1384076,815,778999,12,1,0,1,1,1
44,468560,549,652778,12,1,0,0,4,1
32,629649,605,1071741,240,1,1,0,2,0
50,587604,732,270499,24,0,0,0,1,1
58,312155,420,897940,60,1,0,1,3,1
51,1229374,805,536893,60,1,1,1,1,1
56,677150,689,1120288,60,1,0,0,0,1
39,959077,537,1095660,180,0,1,1,1,0
56,1337683,464,55194,360,1,1,1,4,1
50,677282,464,866981,120,1,1,0,0,0
53,444499,487,621678,120,1,1,0,0,0
38,364442,722,579638,36,1,0,1,2,1
48,727924,442,672860,180,1,0,0,4,1
31,1187103,770,816252,24,1,1,1,4,1
53,1327236,824,862029,240,1,1,1,3,1
37,494644,540,672681,24,1,0,1,2,1
26,1103063,773,608981,60,1,1,1,2,1
24,844175,403,472247,36,0,1,0,3,0
40,1446508,678,129147,60,1,1,1,1,1
47,882275,725,937983,360,1,0,0,3,1
35,1004990,817,853964,240,1,1,0,3,1
26,1033551,440,649618,120,0,0,0,4,0
34,1061632,801,514049,36,0,0,0,4,1
31,1790852,775,254804,180,0,0,0,1,1
59,976196,489,928708,60,1,1,1,2,1
29,1068407,655,1074389,360,0,0,0,4,1
46,531602,816,61742,24,1,1,1,2,1
36,606600,808,1102118,240,1,0,1,1,1
25,4234541,262,3718613,12,1,1,1,1,1
30,1468826,544,103331,180,0,0,1,4,1
23,1688455,706,651314,120,1,1,1,0,1
33,801554,786,540942,60,1,0,1,3,1
50,1098001,710,473022,36,0,0,1,2,1
26,687438,583,187121,36,1,0,0,3,1
37,1054723,518,819547,60,1,1,1,1,1
39,1248686,512,1010452,180,1,1,0,0,1
55,809548,690,75685,360,0,1,1,2,1
46,1296155,648,114451,24,1,1,0,0,1
25,452721,723,89796,60,1,1,1,2,1
49,1170163,842,214335,120,0,0,0,3,1
57,1182564,491,415484,36,0,0,1,2,1
40,400497,458,378065,120,0,0,0,0,0
41,1758343,668,807278,180,1,1,1,0,1
30,414432,717,349683,180,1,0,0,1,1
25,1503474,493,712640,360,0,0,0,2,1
56,1713206,653,723640,12,0,1,0,3,1
26,1504377,574,209502,240,1,1,0,4,1
46,1793488,402,237232,24,1,1,0,2,1
24,1221372,420,1069325,60,0,1,0,4,0
59,1389850,503,535662,240,1,0,0,4,1
59,1387294,720,603882,60,0,0,1,1,1
55,1774145,801,308248,24,1,0,0,2,1
21,865970,668,558786,36,0,1,0,4,0
44,1379229,732,141514,60,0,0,1,1,1
56,1606159,608,698456,24,1,1,1,1,1
26,445213,764,435921,60,0,1,1,4,1
51,1753329,495,863412,360,1,0,0,3,1
40,1378977,492,516873,360,0,0,0,3,1
44,982747,444,1192710,36,1,0,1,4,1
45,905978,461,198544,240,0,0,1,0,1
56,662757,429,1066124,24,1,1,1,2,0
41,9327879,281,6893274,360,1,1,1,4,1
50,606437,836,718106,240,1,0,0,2,1
44,1099848,409,883220,36,1,0,1,0,1
50,1725757,814,175076,60,1,0,0,3,1
42,653079,405,306365,24,1,0,0,1,0
48,570504,774,365847,12,1,1,1,4,1
27,340721,418,760186,60,0,1,0,3,0
55,1122501,411,512333,24,1,1,0,2,0
48,1663990,772,158138,12,1,0,0,1,1
34,311227,591,759407,24,0,1,0,2,0
30,1388163,502,958904,120,0,0,1,1,1
36,886008,769,350140,120,1,0,1,2,1
36,1679025,649,848899,24,1,1,0,1,1
51,638172,643,607025,240,0,1,0,2,0
45,615795,737,1190722,24,1,1,0,1,1
33,613476,838,149782,120,1,1,1,4,1
26,499953,594,403267,60,1,1,1,1,1
29,1557550,664,157927,120,1,0,0,1,1
56,948226,533,1093640,120,1,1,0,4,0
40,941518,784,856867,180,1,0,1,4,1
38,1288480,825,594248,120,1,1,0,4,1
41,1442334,748,1057259,360,1,1,0,2,1
24,1143732,838,105805,36,1,0,0,1,1
53,1113383,576,671857,60,1,0,1,3,1
47,1322918,754,845984,36,0,1,0,4,1
27,1367697,498,654618,60,1,1,0,2,1
26,646495,429,806854,36,1,1,1,2,0
35,612683,690,1097171,180,1,1,1,1,1
38,3993513,224,3763970,36,1,0,1,4,1
52,985671,805,95105,24,1,0,0,1,1
31,997757,826,389308,360,1,1,1,0,1
40,1377794,427,605380,120,1,1,0,4,0
44,1342113,545,387831,180,1,0,1,3,1
35,1298573,687,997561,240,1,0,1,2,1
27,1269095,468,351103,180,1,0,1,2,1
41,999493,837,842197,24,0,0,1,4,1
46,1131299,651,992317,24,1,1,0,0,1
34,1349892,561,216879,24,1,1,0,3,1
57,337972,814,753869,12,0,0,0,2,1
41,1173356,509,107732,180,1,0,0,1,1
38,1296552,752,1184479,60,1,1,0,1,1
25,1021580,531,639679,24,0,0,0,1,0
23,654844,797,1147914,24,1,0,1,2,1
43,1477655,670,470535,12,1,0,1,1,1
46,1556919,587,246451,360,0,1,1,2,1
57,1581039,419,932714,12,0,0,1,4,1
44,1522283,675,986822,120,1,1,1,1,1
39,1006625,576,112422,360,1,1,1,1,1
45,5288293,267,3776393,360,0,0,1,2,1
41,479869,646,758481,24,1,0,0,2,1
32,1749871,723,1049071,60,1,1,1,2,1
53,977772,417,603436,24,1,0,1,3,1
24,813604,807,520193,120,1,1,1,4,1
27,6447453,249,4364724,180,1,0,0,1,1
42,970181,688,646067,24,1,0,1,2,1
53,635262,524,679392,360,1,0,1,2,1
37,1423124,719,230553,12,1,0,1,2,1
44,464727,552,1199886,360,0,0,0,1,0
54,404319,468,408260,12,1,0,1,2,1
48,485648,545,858656,240,0,0,1,3,1
59,380066,444,909113,120,1,1,1,3,0
42,1269740,765,953643,120,1,0,0,2,1
37,546635,419,699957,12,1,0,0,4,0
54,1131653,690,593587,12,1,0,1,3,1
26,1565564,646,456713,24,0,0,1,1,1
26,1283596,789,666172,360,1,0,0,0,1
54,1534093,746,109482,120,1,0,0,0,1
21,392326,602,104826,180,1,0,0,3,1
30,439972,408,703153,360,1,1,1,4,0
41,533041,579,653746,24,0,0,1,3,1
25,1362467,555,1163066,12,1,0,0,1,1
22,1195072,418,1099448,60,1,1,0,4,0
42,1158515,502,1179906,120,0,0,1,1,1
22,1648684,645,72388,240,1,1,1,2,1
30,1268675,484,488517,24,1,1,1,2,1
54,869027,718,696309,120,1,1,0,2,1
